timestamp,gameid,gametitle,genre,videoid,lemonlinks,thumblink,pdflink,disklinks,sorttitle
10/11/2025 08:41:02,attack_of_the_mutant_camels,Attack Of The Mutant Camels,"Cartridge Games, Shooting Games",jzC3mCzsZcA,https://www.lemon64.com/game/amc-attack-of-the-mutant-camels-llamasoft,https://raw.githubusercontent.com/joepentony-dot/CARTRIDGE_GAMES_THUMBNAILS/main/attack_of_the_mutant_camels.png,https://drive.google.com/file/d/1XUpWa-XrYz0xItr3XtohYJZizxCiXXwk/view?usp=drive_link,https://drive.google.com/file/d/1vEXuiVo7DZucoW7VOXwYu4c8uaQECVQR/view?usp=drive_link,Attack Of The Mutant Camels
14/11/2025 08:26:33,auf_wiedersehen_monty,Auf Wiedersehen Monty,Platform Games,7-kc8HmFgxU,https://www.lemon64.com/game/auf-wiedersehen-monty,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Platform%20Game%20Thumbs/auf_wiedersehen_monty.jpg,https://drive.google.com/file/d/15FToCqAOsapx6bNz9UIlALcPwmLIxkVU/view?usp=drive_link,https://drive.google.com/file/d/1pAWBZYUYE3HJdy1OXpn7MFM9lEDbEd_e/view?usp=drive_link,Auf Wiedersehen Monty
14/11/2025 08:26:33,aussie_games,Aussie Games,Sports Games,lQEZhLmJWOQ,https://www.lemon64.com/game/aussie-games,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Sports%20Games%20Thumbs/aussie_games.jpg,https://drive.google.com/file/d/1q7x3C80q-hR8M3khd4I0jOTASSmLWLL0/view?usp=drive_link,https://drive.google.com/file/d/1wbuwK8amPjeMJYyqiyk2LVKQXvxdD5ee/view?usp=drive_link,Aussie Games
14/11/2025 08:26:33,automania,Automania,Platform Games,NT51cyvOX9M,https://www.lemon64.com/game/auto-mania,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Platform%20Game%20Thumbs/auto_mania_-_manic_mechanic.jpg,https://drive.google.com/file/d/1gFL2OseC5jFgZAT0C0E27B3IWUEcv5lD/view?usp=drive_link,https://drive.google.com/file/d/1RgVMLGcPmrS31v9KuIFbjS3G3luXWgB0/view?usp=drive_link,Automania
10/11/2025 08:41:02,aztec_challenge,Aztec Challenge,"Arcade Games, Top Picks",Y5nu9OIKRyY,https://www.lemon64.com/game/aztec-challenge,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Arcade%20Game%20Thumbs/aztec_challenge.jpg,https://drive.google.com/file/d/1S2ev21X8paucdvudAgXlDX3Z-WISGGW1/view?usp=drive_link,https://drive.google.com/file/d/1xPe5vbnYJbLpZ_phdYS9Kyc-cY_qWuLD/view?usp=drive_link,Aztec Challenge
10/11/2025 08:41:02,b.c._bill,B.C. Bill,"Arcade Games, Miscellaneous",PlbS2Q4IgTg,https://www.lemon64.com/game/bc-bill,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Arcade%20Game%20Thumbs/bc_bill.jpg,https://drive.google.com/file/d/1GaezpNjUvFY9z10tRYtlrRK0SWTnjY2x/view?usp=drive_link,https://drive.google.com/file/d/1eot6RylOZx68YUNtNkcqYusUSUZHUiqP/view?usp=drive_link,B.C. Bill
10/11/2025 08:41:02,b.c._ii:_grog's_revenge,B.C. II: Grog's Revenge,"Arcade Games, Licensed Games",iXJM3Tz_-JQ,https://www.lemon64.com/game/bcs-quest-for-tires,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Arcade%20Game%20Thumbs/bc_ii_-_grog's_revenge.jpg,https://drive.google.com/file/d/1n4JisEpwTy_ciAe7Rh33vPPOxzBxR06t/view?usp=drive_link,https://drive.google.com/file/d/1aUlTkh0T2JfIM9oLLEuXqrazW0pjAU4O/view?usp=drive_link,B.C. II: Grog's Revenge
10/11/2025 08:41:02,b.c.'s_quest_for_tires,B.C.'S Quest For Tires,"Cartridge Games, Arcade Games, Licensed Games, Top Picks",5xSrBvtaWDc,https://www.lemon64.com/game/bcs-quest-for-tires,https://raw.githubusercontent.com/joepentony-dot/CARTRIDGE_GAMES_THUMBNAILS/main/bc_quest_for_tires.jpg,https://drive.google.com/file/d/1n4JisEpwTy_ciAe7Rh33vPPOxzBxR06t/view?usp=drive_link,https://drive.google.com/file/d/1-fyuVeV5h6mZwPBfMqnW0h6T6G0crTRI/view?usp=drive_link,B.C.'S Quest For Tires
10/11/2025 08:41:02,back_to_reality,Back To Reality,"Arcade Games, Action Adventure Games",lpPxZLGGthE,https://www.lemon64.com/game/back-to-reality,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Arcade%20Game%20Thumbs/back_to_reality.jpg,https://drive.google.com/file/d/151ATT96QB9n4WJodXQbRHvuwJpoZURc5/view?usp=drive_link,https://drive.google.com/file/d/1j5FbtK0a-S_C77yRemgalJCY2quVp6tz/view?usp=drive_link,Back To Reality
10/11/2025 08:41:02,back_to_the_future,Back To The Future,"Action Adventure Games, Licensed Games",gO4y1RYOFY0,https://www.lemon64.com/game/back-to-the-future,https://raw.githubusercontent.com/joepentony-dot/GAME-THUMBNAILS/main/Action%20Adventure%20Games/back_to_the_future.jpg,https://drive.google.com/file/d/1_5IS19xl8rk222vS7oDhFLIJKe0blv11/view?usp=drive_link,https://drive.google.com/file/d/1848FzCCyMfUfzojmhgrbYGYL_AfzJlU1/view?usp=drive_link,Back To The Future
